Temp-Sensor 52.4299 1764998222678 0
Temp-Sensor 28.3588 1764998222778 1
Press-Sensor 349.636 1764998222678 0
flow-Sensor 882.086 1764998222678 0
Temp-Sensor 99.8597 1764998222878 2
Press-Sensor 295.434 1764998222778 1
flow-Sensor 534.515 1764998222778 1
Temp-Sensor 44.6095 1764998222978 3
Press-Sensor 335.71 1764998222878 2
flow-Sensor 594.9 1764998222878 2
Temp-Sensor 97.016 1764998223078 4
Press-Sensor 336.737 1764998222978 3
flow-Sensor 561.102 1764998222978 3
Temp-Sensor 31.9072 1764998223178 5
Press-Sensor 291.686 1764998223078 4
flow-Sensor 689.216 1764998223078 4
Temp-Sensor 72.4829 1764998223279 6
Press-Sensor 326.389 1764998223179 5
flow-Sensor 815.252 1764998223178 5
Temp-Sensor 45.1871 1764998223379 7
Press-Sensor 325.951 1764998223279 6
flow-Sensor 632.655 1764998223279 6
Temp-Sensor 29.812 1765001409346 0
Temp-Sensor 47.1485 1765001409447 1
Press-Sensor 283.157 1765001409347 0
flow-Sensor 647.528 1765001409347 0
Temp-Sensor 29.026 1765001409547 2
Press-Sensor 348.785 1765001409447 1
flow-Sensor 680.154 1765001409447 1
Temp-Sensor 34.3568 1765001409647 3
Press-Sensor 261.213 1765001409547 2
flow-Sensor 985.868 1765001409547 2
Temp-Sensor 92.2796 1765001409747 4
Press-Sensor 238.238 1765001409648 3
flow-Sensor 815.555 1765001409647 3
Temp-Sensor 99.2516 1765001409848 5
Press-Sensor 241.959 1765001409748 4
flow-Sensor 635.015 1765001409747 4
Temp-Sensor 80.1211 1765001409948 6
Press-Sensor 261.611 1765001409848 5
flow-Sensor 620.731 1765001409848 5
Temp-Sensor 27.6834 1765001410048 7
Press-Sensor 332.673 1765001409948 6
flow-Sensor 659.453 1765001409948 6
Temp-Sensor 87.276 1765001410148 8
Press-Sensor 237.248 1765001410049 7
flow-Sensor 802.979 1765001410048 7
Temp-Sensor 93.6359 1765001410249 9
Press-Sensor 264.536 1765001410149 8
flow-Sensor 523.731 1765001410148 8
Temp-Sensor 41.8614 1765001410349 10
Press-Sensor 313.55 1765001410249 9
flow-Sensor 933.802 1765001410249 9
Temp-Sensor 70.4216 1765001410449 11
Press-Sensor 304.27 1765001410349 10
flow-Sensor 920.105 1765001410349 10
Temp-Sensor 77.621 1765001410549 12
Press-Sensor 225.127 1765001410449 11
flow-Sensor 672.92 1765001410449 11
Temp-Sensor 81.5738 1765001410649 13
Press-Sensor 238.589 1765001410550 12
flow-Sensor 671.988 1765001410549 12
Temp-Sensor 97.6568 1765001410750 14
Press-Sensor 224.901 1765001410650 13
flow-Sensor 933.727 1765001410649 13
Temp-Sensor 72.3755 1765001410850 15
Press-Sensor 305.549 1765001410750 14
flow-Sensor 657.235 1765001410750 14
Temp-Sensor 27.1039 1765001410950 16
Press-Sensor 336.869 1765001410850 15
flow-Sensor 745.93 1765001410850 15
Temp-Sensor 68.7043 1765001411050 17
Press-Sensor 256.276 1765001410950 16
flow-Sensor 611.971 1765001410950 16
Temp-Sensor 86.3861 1765001411150 18
Press-Sensor 340.641 1765001411051 17
flow-Sensor 647.685 1765001411050 17
Temp-Sensor 55.1785 1765001411251 19
Press-Sensor 259.246 1765001411151 18
flow-Sensor 666.671 1765001411150 18
Temp-Sensor 27.7972 1765001411351 20
Press-Sensor 235.195 1765001411251 19
flow-Sensor 737.42 1765001411251 19
Temp-Sensor 79.7318 1765001411451 21
Press-Sensor 264.224 1765001411351 20
flow-Sensor 642.521 1765001411351 20
Temp-Sensor 25.2363 1765001411551 22
Press-Sensor 255.46 1765001411451 21
flow-Sensor 790.119 1765001411451 21
Temp-Sensor 82.5408 1765001411651 23
Press-Sensor 275.201 1765001411552 22
flow-Sensor 634.728 1765001411551 22
Temp-Sensor 23.8642 1765001411752 24
Press-Sensor 309.417 1765001411652 23
flow-Sensor 833.916 1765001411651 23
Temp-Sensor 63.3951 1765001411852 25
Press-Sensor 342.043 1765001411752 24
flow-Sensor 532.195 1765001411752 24
Temp-Sensor 89.394 1765001411952 26
Press-Sensor 334.759 1765001411852 25
flow-Sensor 517.338 1765001411852 25
Temp-Sensor 69.4831 1765001412052 27
Press-Sensor 278.708 1765001411952 26
flow-Sensor 735.983 1765001411952 26
Temp-Sensor 38.4204 1765001412152 28
Press-Sensor 265.795 1765001412052 27
flow-Sensor 941.643 1765001412052 27
Temp-Sensor 64.1477 1765001412253 29
Press-Sensor 345.444 1765001412153 28
flow-Sensor 936.102 1765001412152 28
Temp-Sensor 26.39 1765001412353 30
Press-Sensor 315.466 1765001412253 29
flow-Sensor 847.891 1765001412252 29
Temp-Sensor 84.8497 1765001412453 31
Press-Sensor 272.915 1765001412353 30
flow-Sensor 549.642 1765001412352 30
Temp-Sensor 67.5155 1765001412553 32
Press-Sensor 341.566 1765001412453 31
flow-Sensor 518.008 1765001412452 31
Temp-Sensor 96.9209 1765001412654 33
Press-Sensor 297.821 1765001412553 32
flow-Sensor 706.998 1765001412552 32
Temp-Sensor 93.6222 1765001412754 34
Press-Sensor 268.87 1765001412653 33
flow-Sensor 700.509 1765001412653 33
Temp-Sensor 59.9532 1765001412854 35
Press-Sensor 307.376 1765001412754 34
flow-Sensor 989.202 1765001412753 34
Temp-Sensor 85.737 1765001412954 36
Press-Sensor 318.562 1765001412854 35
flow-Sensor 850.99 1765001412853 35
Temp-Sensor 27.8471 1765001413054 37
Press-Sensor 260.542 1765001412954 36
flow-Sensor 683.774 1765001412953 36
Temp-Sensor 23.2623 1765001413155 38
Press-Sensor 291.833 1765001413054 37
flow-Sensor 722.048 1765001413053 37
Temp-Sensor 36.1145 1765001413255 39
Press-Sensor 241.949 1765001413154 38
flow-Sensor 993.395 1765001413153 38
Temp-Sensor 84.1884 1765001447589 0
Press-Sensor 280.836 1765001447589 0
Temp-Sensor 29.4206 1765001447689 1
Press-Sensor 283.142 1765001447689 1
flow-Sensor 575.368 1765001447589 0
Temp-Sensor 66.4189 1765001447789 2
Press-Sensor 302.375 1765001447789 2
flow-Sensor 887.592 1765001447689 1
Temp-Sensor 60.4565 1765001447890 3
Press-Sensor 305.915 1765001447890 3
flow-Sensor 891.103 1765001447789 2
Temp-Sensor 89.3553 1765001447990 4
Press-Sensor 254.003 1765001447990 4
flow-Sensor 809.544 1765001447890 3
Temp-Sensor 39.4893 1765001448090 5
Press-Sensor 321.487 1765001448090 5
flow-Sensor 542.275 1765001447990 4
Temp-Sensor 66.0272 1765001448190 6
Press-Sensor 273.412 1765001448190 6
flow-Sensor 534.229 1765001448090 5
Temp-Sensor 87.1647 1765001448290 7
Press-Sensor 240.532 1765001448290 7
flow-Sensor 598.086 1765001448190 6
Temp-Sensor 35.3532 1765001448390 8
Press-Sensor 275.952 1765001448391 8
flow-Sensor 585.707 1765001448290 7
Temp-Sensor 36.6649 1765001448490 9
Press-Sensor 276.306 1765001448491 9
flow-Sensor 641.085 1765001448390 8
Temp-Sensor 33.8342 1765001448591 10
Press-Sensor 231.43 1765001448591 10
flow-Sensor 620.75 1765001448490 9
Temp-Sensor 53.0234 1765001448691 11
Press-Sensor 224.344 1765001448691 11
flow-Sensor 576.404 1765001448591 10
Temp-Sensor 88.3286 1765001448791 12
Press-Sensor 295.082 1765001448791 12
flow-Sensor 593.981 1765001448691 11
Temp-Sensor 52.879 1765001448891 13
Press-Sensor 237.453 1765001448891 13
flow-Sensor 588.792 1765001448791 12
Temp-Sensor 57.6427 1765001448991 14
Press-Sensor 346.218 1765001448991 14
flow-Sensor 943.728 1765001448891 13
Temp-Sensor 59.4072 1765001449091 15
Press-Sensor 239.054 1765001449092 15
flow-Sensor 858.716 1765001448991 14
Temp-Sensor 31.1639 1765001449191 16
Press-Sensor 302.614 1765001449192 16
flow-Sensor 958.7 1765001449091 15
Temp-Sensor 85.6266 1765001449292 17
Press-Sensor 316.432 1765001449292 17
flow-Sensor 529.486 1765001449192 16
Temp-Sensor 22.6955 1765001449392 18
Press-Sensor 326.106 1765001449392 18
flow-Sensor 645.381 1765001449292 17
Temp-Sensor 70.7446 1765001449492 19
Press-Sensor 326.22 1765001449492 19
flow-Sensor 796.714 1765001449392 18
Temp-Sensor 83.5 1765001449592 20
Press-Sensor 236.553 1765001449592 20
flow-Sensor 532.319 1765001449492 19
Temp-Sensor 38.7244 1765001449692 21
Press-Sensor 288.243 1765001449692 21
flow-Sensor 796.789 1765001449592 20
Temp-Sensor 61.379 1765001449792 22
Press-Sensor 317.391 1765001449793 22
flow-Sensor 504.874 1765001449692 21
Temp-Sensor 30.6755 1765001449893 23
Press-Sensor 236.115 1765001449893 23
flow-Sensor 726.722 1765001449792 22
Temp-Sensor 59.0881 1765001449993 24
Press-Sensor 327.046 1765001449993 24
flow-Sensor 808.455 1765001449893 23
Temp-Sensor 49.1747 1765001450093 25
Press-Sensor 302.821 1765001450093 25
flow-Sensor 802.491 1765001449993 24
Temp-Sensor 85.1442 1765001450193 26
Press-Sensor 229.927 1765001450193 26
flow-Sensor 608.204 1765001450093 25
Temp-Sensor 80.804 1765001450293 27
Press-Sensor 309.648 1765001450294 27
flow-Sensor 768.129 1765001450193 26
Temp-Sensor 77.2689 1765001450393 28
Press-Sensor 221.038 1765001450394 28
flow-Sensor 935.713 1765001450293 27
Temp-Sensor 93.9059 1765001450493 29
Press-Sensor 232.935 1765001450494 29
flow-Sensor 758.295 1765001450393 28
Temp-Sensor 36.0305 1765001450593 30
Press-Sensor 344.783 1765001450594 30
flow-Sensor 790.279 1765001450494 29
Temp-Sensor 42.9377 1765001450693 31
Press-Sensor 319.391 1765001450694 31
flow-Sensor 664.678 1765001450594 30
Temp-Sensor 64.6089 1765001450793 32
Press-Sensor 307.254 1765001450795 32
flow-Sensor 884.404 1765001450694 31
Temp-Sensor 74.9842 1765001450894 33
Press-Sensor 293.669 1765001450895 33
flow-Sensor 989.525 1765001450794 32
Temp-Sensor 42.8458 1765001450994 34
Press-Sensor 347.405 1765001450995 34
flow-Sensor 865.435 1765001450894 33
Temp-Sensor 42.3525 1765001451094 35
Press-Sensor 264.952 1765001451095 35
flow-Sensor 942.576 1765001450994 34
Temp-Sensor 54.4733 1765001451194 36
Press-Sensor 345.68 1765001451195 36
flow-Sensor 918.279 1765001451094 35
